_id,validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude,events_json
6877,t,"SS. Peter and Paul School, Our Lady of the Valley Parish",Church,"370 East End Avenue, Beaver, Pennsylvania 15009, United States",https://olotv.org/,"Friday Feb 20 from 11:00 AM to 7:00 PM, Friday Feb 27 from 11:00 AM to 7:00 PM, Friday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 13 from 11:00 AM to 7:00 PM, Friday Mar 20 from 11:00 AM to 7:00 PM, Friday Mar 27 from 11:00 AM to 7:00 PM, Friday Apr 3 from 3:00 PM to 6:00 PM",,https://www.facebook.com/photo/?fbid=1512116324252445&set=gm.946878288000349,"Fish Dinner $15
Senior Dinner $14
Dinner Includes: hand breaded fried HADDOCK or
baked HADDOCK, coleslaw, roll & your choice of:
pierogies - mac & cheese - haluski - french fries - baked potato
Fish Salad $15
Fish Sandwich $13
Pittsburgh Fish Sandwich $15
*Sides available for purchase separately*","school cafeteria; takeout only until 3PM, eat in or takeout after 3:00pm./Good Friday 3-6 pmt ake out only",724-359-2548 or 412-496-1272,,,t,f,t,,t,,40.69924,-80.297904,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T15:00:00"", ""dt_end"": ""2026-04-03T18:00:00""}]"
6878,t,"St. Valentine Church, Our Lady of Hope Parish",Church,"2710 Ohio St. Bethel Park, PA",https://olhpgh.org/stvalff,"Friday Feb 20 from 4:30 PM to 7:00 PM, Friday Feb 27 from 4:30 PM to 7:00 PM, Friday Mar 6 from 4:30 PM to 7:00 PM, Friday Mar 13 from 4:30 PM to 7:00 PM, Friday Mar 20 from 4:30 PM to 7:00 PM, Friday Mar 27 from 4:30 PM to 7:00 PM","Phone orders are taken Fridays from 2:00-6:00 p.m. -- 412-851-9176  with order pick-up after 4:30 p.m./All Online, Phone or Dine-In orders - Friday from 4:30 - 7:00 p.m./Online Payment preferred or Cash or Checks made payable to Our Lady of Hope Parish.  ATM is available./No curbside service. /** ONLINE ORDERS MUST BE PLACED BEFORE 2:00 P.M. THURSDAYS **",https://olhpgh.org/stvalff,"Jumbo Beer-Battered Cod Sandwich  $13
 Nantucket Baked Cod  w/cracker-parmesan topping, garlic breadstick  $13
 Fried Butterfly Shrimp (7) w/garlic breadstick  $13
 Baked Crab Cakes (3)     $13
    Pierogies (6)    $5
 New England Clam Chowder   $5
 Macaroni and Cheese   $4
 Haluski  $3
 French Fries    $3
Tossed Salad   $3
 Cole Slaw   $1
 Applesauce   $1

 Extras:  Cheese Sauce $.50     Garlic Breadstick  $.50    Sandwich Bun  $.50","Phone orders are taken Fridays from 2:00-6:00 p.m. -- 412-851-9176  with order pick-up after 4:30 p.m./All Online, Phone or Dine-In orders - Friday from 4:30 - 7:00 p.m./Online Payment preferred or Cash or Checks made payable to Our Lady of Hope Parish.  ATM is available./No curbside service. /** ONLINE ORDERS MUST BE PLACED BEFORE 2:00 P.M. THURSDAYS **",412-851-9176,,,t,,f,,t,,40.330198,-80.031322,"[{""dt_start"": ""2026-02-20T16:30:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:30:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:30:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:30:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:30:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:30:00"", ""dt_end"": ""2026-03-27T19:00:00""}]"
6879,t,Rural Ridge Volunteer Fire Company,Fire Department,"135 Little Deer Creek Road, Cheswick, Pennsylvania 15024, United States",https://www.facebook.com/p/Rural-Ridge-Volunteer-Fire-Co-100063494506317/,"Friday Feb 20 from 11:00 AM to 7:00 PM, Friday Feb 27 from 11:00 AM to 7:00 PM, Friday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 13 from 11:00 AM to 7:00 PM, Friday Mar 20 from 11:00 AM to 7:00 PM, Friday Mar 27 from 11:00 AM to 7:00 PM, Friday Apr 3 from 11:00 AM to 7:00 PM",,https://www.facebook.com/share/p/1bqqXvQUxX/,"FRESH CUT FRIES
$5.00
FISH SANDWICH
WITHOUT CHEESE $12.00
WITH CHEESE
$13.00
SHRIMP
8 PIECES
$8.00
CRAB CAKES
TWO PIECES
$5.00
CHICKEN TENDERS
THREE PIECES
$6.00
HALUSKI
$4.00
POP AND WATER
3
COLE SLAW
$1.00
$3.00",Please call in advance for takeouts,(724) 265-4000,,f,t,f,f,,t,,40.585725,-79.82846,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6880,t,Community Church,Church,"3487 Harrison City-Jeannette Road, Irwin, Pennsylvania 15642, United States",https://www.communityumchurch.com/,,,,,"3487 Pennsylvania 130, Irwin, PA",724-744-3413,info@communityumchurch.com,,,,f,,t,,40.362078,-79.669157,[]
6881,t,Shenanigans Bar and Grill,Restaurant,"921 Amity Ridge Road Amity, PA 15311",https://www.facebook.com/shenanigansamitypa/,,,https://www.facebook.com/photo/?fbid=1423989473074354&set=a.438715971601714,,,724-225-4646,,,t,t,t,,t,,40.056951,-80.2106,[]
6882,t,"Sacred Heart Elementary School, St. Jude Parish",Church,"325 Emerson Street, Pittsburgh, Pennsylvania 15206, United States",https://saintjudepgh.org/fish-fry,"Friday Feb 20 from 5:00 PM to 7:00 PM, Friday Feb 27 from 5:00 PM to 7:00 PM, Friday Mar 6 from 5:00 PM to 7:00 PM, Friday Mar 13 from 5:00 PM to 7:00 PM, Friday Mar 20 from 5:00 PM to 7:00 PM, Friday Mar 27 from 5:00 PM to 7:00 PM","The Saint Jude Fish Fry is an annual tradition. We look forward to welcoming you!  //Begins Friday, February 20, 2026/Runs every Friday except Good Friday/5:00pm - 7:00pm/Sacred Heart Elementary School Cafeteria/Order online after 3:30pm, via phone after 4pm, or in person/Dine in or take out//Fried fish sandwich and shrimp dinners available for purchase. You have a choice of two sides:  fries and coleslaw or mac & cheese and coleslaw.  No substitutions, please.  We also have pizza slices, fries, coleslaw, mac n cheese, and fish sandwiches available a la carte. Beverages and desserts available for purchase at the fish fry.  //All orders are packaged for takeout, but you are welcome to stay and dine in. Condiments and utensils are available. //You can walk in and order in person, but there may be a bit of a wait as we process the online and phone orders first.  //Phone orders open at 4:00pm.  Call 412-441-1582, x204/",,"Fried fish sandwich and shrimp dinners available for purchase. You have a choice of two sides:  fries and coleslaw or mac & cheese and coleslaw.  No substitutions, please.  We also have pizza slices, fries, coleslaw, mac n cheese, and fish sandwiches available a la carte. Beverages and desserts available for purchase at the fish fry.  

All orders are packaged for takeout, but you are welcome to stay and dine in. Condiments and utensils are available. 

You can walk in and order in person, but there may be a bit of a wait as we process the online and phone orders first.  All orders are packaged for take out but you are welcome to stay and dine in.  Condiments and utensils are available.  You can walk-in and order in person but there may be a bit of a wait as we process the on-line and phone orders first. 

On-line ordering will open at 3:30pm on Friday, March 7th.  ","/Sacred Heart Elementary School Cafeteria/325 Emerson Street,/Pittsburgh, PA 15206/Follow the signs to the side entrance to pick up your fish!",412-361-3131,,f,t,f,f,f,t,,40.455688,-79.923663,"[{""dt_start"": ""2026-02-20T17:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T17:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T17:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T17:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T17:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T17:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}]"
6883,t,"Saint Joseph School, Holy Family Parish",Church,"825 2nd St, Verona, Pennsylvania 15147, United States",https://holyfamilypgh.org,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM",,https://holyfamilypgh.org/lent,,,412-828-9846,,,t,,f,,t,,40.50681,-79.835387,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}]"
6884,t,"Holy Family School, St. John the Baptist Church, Holy Family Parish",Church,"480 Holy Family Way, Plum, Pennsylvania 15239, United States",https://holyfamilycatholic.net/,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM",,https://www.facebook.com/share/p/16v4ufhnV7/,"Menu Includes:
Baked & Beer Battered Fish
Shrimp
Pierogi
Fries
Mac n Cheese
Haluski
Green Beans
Cole Slaw
$16 dinner includes cole slaw and two sides!",,,,,t,,f,,t,,40.487756,-79.776544,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}]"
6885,t,"St. Michael the Archangel, St. Bernard Church - Clairvaux Hall",Church,"311 Washington Road, Pittsburgh, Pennsylvania 15216, United States",www.smapgh.org,"Friday Feb 20 from 11:30 AM to 1:30 PM, Friday Feb 20 from 4:00 PM to 7:30 PM, Friday Feb 27 from 11:30 AM to 1:30 PM, Friday Feb 27 from 4:00 PM to 7:30 PM, Friday Mar 6 from 11:30 AM to 1:30 PM, Friday Mar 6 from 4:00 PM to 7:30 PM, Friday Mar 13 from 11:30 AM to 1:30 PM, Friday Mar 13 from 4:00 PM to 7:30 PM, Friday Mar 20 from 11:30 AM to 1:30 PM, Friday Mar 20 from 4:00 PM to 7:30 PM, Friday Mar 27 from 11:30 AM to 1:30 PM, Friday Mar 27 from 4:00 PM to 7:30 PM",,https://www.smapgh.org/documents/2026/2/020226%202026%20buletin_menu%20flyer%202.png,"Dinners
All dinners include ento, rail, leslaw and shines of fries ar bukod patate
Fried Fish Dinner.
$15.00
Baked Fish Dinner.......
$15.00
Fried Shrimp Dinner.
$15.00
Fish Tacos.
$15.00
Sandwiches and sides
Fried Fish Sandwich
$10.00
Shrimp (6 per order).
$10.00
Pizza Slice.
$3.00
Mac & Cheese.
$5.00
French Fries
54.00
Baked Potato..
$3.00
Gumbo, with rice
$6.00
Coleslaw
$2.00
Haluski
55.00
Pierogies (3 each)
$5.00
Weekly Specials
Pasta Fra Diavolo
$15.00
Penne paste, shrimp sauteed in garlic and tomatoes, served with garlic bread
Available on 2/20 and 3/13
Crab Cake Dinner.
$15,00
2 freshly made crub cakes, shredded potatoes and gerfic brad
Available on 2/27 and 3/20
Pasta w/Spinach and Tomatoes... $15.00
Bowtie pusto, garlic sauled spinach, tomatoes & pomenuts, gerlic breat
Available on 3 and 3/27
Kid's Menu
Fried Fish sandwich, with side.....
$9.00
Shrimp Dinner, with side
$9.00
Pizza slice.
$3.00
Desserts
Dessert Table (your choice)
$2.00
Apple Pie - Slice.
$4.00
Dolly Pies (various fillings)
$10.00",,412-440-2697,,,t,,t,,t,,40.386675,-80.043296,"[{""dt_start"": ""2026-02-20T11:30:00"", ""dt_end"": ""2026-02-20T13:30:00""}, {""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:30:00""}, {""dt_start"": ""2026-02-27T11:30:00"", ""dt_end"": ""2026-02-27T13:30:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:30:00""}, {""dt_start"": ""2026-03-06T11:30:00"", ""dt_end"": ""2026-03-06T13:30:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:30:00""}, {""dt_start"": ""2026-03-13T11:30:00"", ""dt_end"": ""2026-03-13T13:30:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:30:00""}, {""dt_start"": ""2026-03-20T11:30:00"", ""dt_end"": ""2026-03-20T13:30:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:30:00""}, {""dt_start"": ""2026-03-27T11:30:00"", ""dt_end"": ""2026-03-27T13:30:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:30:00""}]"
6886,t,"St. Louis Church, St. Faustina Parish ",Church,"202 West State Street, West Sunbury, Pennsylvania 16061, United States",https://stfaustinaparish.org/,"Friday Feb 20 from 4:00 PM to 6:00 PM, Friday Feb 27 from 4:00 PM to 6:00 PM, Friday Mar 6 from 4:00 PM to 6:00 PM, Friday Mar 13 from 4:00 PM to 6:00 PM, Friday Mar 20 from 4:00 PM to 6:00 PM, Friday Mar 27 from 4:00 PM to 6:00 PM",,https://stfaustinaparish.org/lenten-fish-fry,,,,,,t,,,,t,,41.006035,-79.897267,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T18:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T18:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T18:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T18:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T18:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T18:00:00""}]"
6887,t,Ligonier Township VFD #1,Fire Department,"44 Fire Hall Road, Ligonier, PA",https://www.facebook.com/WaterfordVFD/,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Wednesday Feb 18 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM",,https://ligtwpvfd1.org/events,,,724-238-5270,,f,t,f,f,,t,,40.25274,-79.173197,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-02-18T16:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6888,t,Hiller Volunteer Fire Company,Fire Department,"911 1st Street, Hiller, Pennsylvania 15444, United States",https://www.facebook.com/hillervfc/,"Wednesday Feb 18 from 11:00 AM to 8:00 PM, Friday Feb 20 from 11:00 AM to 8:00 PM, Friday Feb 27 from 11:00 AM to 8:00 PM, Friday Mar 6 from 11:00 AM to 8:00 PM, Friday Mar 13 from 11:00 AM to 8:00 PM, Friday Mar 20 from 11:00 AM to 8:00 PM, Friday Mar 27 from 11:00 AM to 8:00 PM, Friday Apr 3 from 11:00 AM to 8:00 PM",,,,order online with toast,(724) 785-9793,,,t,,t,,t,,40.010286,-79.902608,"[{""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T20:00:00""}, {""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T20:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T20:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T20:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T20:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T20:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T20:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T20:00:00""}]"
6889,t,Mayfield at the Capitol Hotel,Restaurant,"300 Allegheny Street, Hollidaysburg, Pennsylvania 16648, United States",www.mayfieldhollidaysburg.com,"Friday Feb 20 from 11:00 AM to 9:00 PM, Friday Feb 27 from 11:00 AM to 9:00 PM, Friday Mar 6 from 11:00 AM to 9:00 PM, Friday Mar 13 from 11:00 AM to 9:00 PM, Friday Mar 20 from 11:00 AM to 9:00 PM, Friday Mar 27 from 11:00 AM to 9:00 PM, Friday Apr 3 from 11:00 AM to 9:00 PM",,,,,814-317-5104,,,,t,t,,t,,40.428847,-78.394208,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T21:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T21:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T21:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T21:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T21:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T21:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T21:00:00""}]"
6890,t,"Christ United Methodist Church, Bethel Park",Church,"44 Highland Rd., Bethel Park, PA",https://www.christumc.net/fishfry,"Friday Feb 20 from 11:00 AM to 2:00 PM, Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 11:00 AM to 2:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 11:00 AM to 2:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 11:00 AM to 2:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 11:00 AM to 2:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 11:00 AM to 2:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM","Cash, Credit Card, and Checks Accepted/Menu subject to change",https://www.christumc.net/fishfry,"Meals
Fried Fish Sandwich $16.00
Fried Fish (no bun) $16.00
Baked Fish $16.00
Boom-Boom Shrimp $16.00
Boom-Boom Shrimp Tacos $16.00
Chicken Fingers (3) $16.00
All meals include coleslaw and your choice of a side --
fresh cut fries, mac n' cheese, or haluski.
Kid's Chicken Finger Meal $5.00
Includes one chicken finger and one side, no coleslaw.
A la Carte Items
Fried Fish Sandwich (w/ coleslaw) $12.00
Clam Chowder (12 oz. bowl) $5.00
Fresh Cut Fries $4.00
Mac n' Cheese $4.00
Haluski $4.00
Coleslaw $2.00
Beverages
Coke, Diet Coke, Sprite $1.00
Bottled Water $1.00",Fridays/Feb. 20-Mar. 27/Lunch: 11am-2pm/Dinner: 4-7pm/Eat-In/Takeout: Park in the South Parking Lot and enter Door #5.//Drive-Thru: Turn in the first entrance on Highland Rd. closest to Oxford Dr. Orders will be taken near Door #3. Follow the cones around the corner to Door #5. Your order will be brought out to your car.,412-835-6621,,f,t,f,t,t,t,,40.348504,-80.048385,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T14:00:00""}, {""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T14:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T14:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T14:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T14:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T14:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}]"
6891,t,"St. Ann, Waynesburg",Church,"232 E. High St. Waynesburg, PA",https://stmatthiasgreene.org/,"Friday Feb 20 from 11:30 AM to 1:00 PM, Friday Feb 20 from 4:30 PM to 7:00 PM, Friday Feb 27 from 11:30 AM to 1:00 PM, Friday Feb 27 from 4:00 PM to 6:30 PM, Friday Mar 6 from 11:30 AM to 1:00 PM, Friday Mar 6 from 4:00 PM to 6:30 PM, Friday Mar 13 from 11:30 AM to 1:00 PM, Friday Mar 13 from 4:00 PM to 6:30 PM, Friday Mar 20 from 11:30 AM to 1:00 PM, Friday Mar 20 from 4:00 PM to 6:30 PM, Friday Mar 27 from 11:30 AM to 1:00 PM, Friday Mar 27 from 4:00 PM to 6:30 PM, Friday Apr 3 from 11:30 AM to 1:00 PM",Good Friday is Lunch Only,https://stmatthiasgreene.org/fish-fry,,,724-627-7568 EXT.5,,,t,,t,,t,,39.896451,-80.183427,"[{""dt_start"": ""2026-02-20T11:30:00"", ""dt_end"": ""2026-02-20T13:00:00""}, {""dt_start"": ""2026-02-20T16:30:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T11:30:00"", ""dt_end"": ""2026-02-27T13:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T18:30:00""}, {""dt_start"": ""2026-03-06T11:30:00"", ""dt_end"": ""2026-03-06T13:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T18:30:00""}, {""dt_start"": ""2026-03-13T11:30:00"", ""dt_end"": ""2026-03-13T13:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T18:30:00""}, {""dt_start"": ""2026-03-20T11:30:00"", ""dt_end"": ""2026-03-20T13:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T18:30:00""}, {""dt_start"": ""2026-03-27T11:30:00"", ""dt_end"": ""2026-03-27T13:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T18:30:00""}, {""dt_start"": ""2026-04-03T11:30:00"", ""dt_end"": ""2026-04-03T13:00:00""}]"
6892,t,Imperial VFD,Fire Department,"111 Pine Street, Imperial, Pennsylvania 15126, United States",http://imperialvfd.org,"Wednesday Feb 18 from 10:00 AM to 7:00 PM, Friday Feb 27 from 10:00 AM to 7:00 PM, Friday Mar 6 from 10:00 AM to 7:00 PM, Friday Mar 13 from 10:00 AM to 7:00 PM, Friday Mar 20 from 10:00 AM to 7:00 PM, Friday Mar 27 from 10:00 AM to 7:00 PM, Friday Apr 3 from 10:00 AM to 7:00 PM",,https://www.facebook.com/photo/?fbid=1331284565704716&set=a.459991186167396,"Main Course
#1 Small Fish Sandwich
$11
1/2 pound Cod filet
#2 Small Fish Dinner
$14
Small Fish Sandwich, Fries, & Coleslaw
#3 Large Fish Sandwich
$16
1 pound Cod filets
#4 Large Fish Dinner
$19
Large Fish Sandwich, Fries, & Coleslaw
#5 Shrimp
$6
#6 Shrimp Dinner
$9
6 Shrimp, Fries, & Coleslaw
Sides
#7 Homemade Cole Slaw
$2
#8 Fresh Cut French Fries
$3
#9 Homemade Mac & Cheese
$4
#10 Pierogies (6)
$5
Drinks
6 fried shrimp
Can of Pop
$1
Bottle of Water
$1
Coffee
$1",,724-695-0281 or 724-695-8845,,,t,f,t,t,t,,40.451553,-80.24675,"[{""dt_start"": ""2026-02-18T10:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-02-27T10:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T10:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T10:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T10:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T10:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T10:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
